//Arsinoé

//Morts-Vivants

3844,Euterpe,Euterpe,Euterpe,108,850000,2000,16800,6800,4,16000,8000,10,150,99,40,60,10,40,52,15,15,1,8,69,405,150,430,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,Uranie,Uranie,Uranie,99,569002,2000,16800,6800,1,19000,9000,99,10,90,60,35,86,30,20,15,15,2,7,67,405,170,500,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Tour des Etoiles

3846,Saigneur,Saigneur,Saigneur,32,3200,2000,16800,6800,1,4200,1200,50,10,10,80,2,1,85,65,15,15,0,2,64,405,110,300,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29046,10000
3847,Hacheur,Hacheur,Hacheur,84,120000,2000,16800,6800,1,25000,12000,90,12,110,20,99,1,76,1,15,15,2,7,68,405,180,500,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,Guerrier des Etoiles,Guerrier des Etoiles,Guerrier des Etoiles,58,36000,2000,16800,6800,1,1200,800,50,10,65,30,30,15,50,30,15,15,1,7,60,405,150,350,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,Archer des Etoiles,Archer des Etoiles,Archer des Etoiles,72,41000,2000,16800,6800,9,8000,5000,40,40,10,99,20,1,65,30,15,15,2,7,80,405,150,400,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,NachtStern,NachtStern,NachtStern,110,3800000,5000,16800,6800,1,51000,18000,60,60,120,32,1,99,65,30,15,15,2,2,62,405,130,400,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Jungle

3851,Jaguar,Jaguar,Jaguar,58,31000,2000,16800,6800,1,300,1800,30,10,60,70,56,1,40,1,15,15,1,2,60,405,130,450,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,Poulpe de la Jungle,Poulpe de la Jungle,Poulpe de la Jungle,36,12000,2000,16800,6800,1,1200,800,10,10,40,20,20,20,30,1,15,15,0,2,65,405,150,650,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29008,10000
3853,Dragornica,Dragornica,Dragornica,75,71000,2000,16800,6800,1,6200,2800,40,40,80,40,70,30,40,15,15,15,1,2,62,405,150,450,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Lotus

3854,Lotus Noir,Lotus Noir,Lotus Noir,1,10,2000,0,0,0,0,0,40,40,0,0,0,0,0,0,15,15,1,3,65,468,150,450,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29010,10000

//Temple Solitude

3855,Gayzoir,Gayzoir,Gayzoir,110,3200000,20000,0,0,2,15000,8000,40,40,50,99,99,80,120,20,15,15,1,6,61,1461,150,550,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29010,10000

//Chef Bandit

3856,Raymond Barre,Raymond Barre,Raymond Barre,110,6200000,20000,0,0,2,25000,8000,55,80,150,99,99,80,120,50,15,15,2,7,62,2485,120,390,286,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29010,10000

//Dragon de Gondar

3857,Dragon de Gondar,Dragon de Gondar,Dragon de Gondar,170,8200000,150000,0,0,4,35000,8000,45,80,250,20,120,200,120,50,15,15,2,9,83,437,150,390,286,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Lalibela

3858,Taedium Lambert,Taedium Lambert,Taedium Lambert,120,4100000,150000,0,0,2,23000,8000,50,25,170,50,100,200,90,20,15,15,1,2,67,437,120,390,286,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,Maestro Ulver,Maestro Ulver,Maestro Ulver,130,2900000,150000,0,0,2,19000,5000,40,40,99,30,30,200,160,20,15,15,1,7,63,437,160,790,286,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Académie

3860,Ismail,Ismail,Ismail,150,3200000,950000,0,0,1,53000,10000,90,30,200,90,99,120,110,0,15,15,0,2,68,437,130,490,286,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Salle Royale

3861,Gayssoterie,Gayssoterie,Gayssoterie,150,1200000,950000,0,0,2,103000,40000,90,90,200,10,90,60,90,10,15,15,2,6,68,437,130,490,286,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,Fabiussonet,Fabiussonet,Fabiussonet,150,4200000,950000,0,0,1,53000,10000,10,99,150,90,10,150,90,20,15,15,1,6,65,437,160,590,286,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Combat Final

3863,Mage Gris,Mage Gris,Mage Gris,115,5000,950000,0,0,1,32000,8000,50,50,50,20,50,250,90,20,15,15,2,2,69,500,160,590,286,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,Sombre Acolyte,Sombre Acolyte,Sombre Acolyte,99,160000,950000,0,0,1,23000,5000,20,20,150,100,10,1,50,1,15,15,1,6,68,437,160,350,286,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,Shandalar,Shandalar,Shandalar,250,9000000,950000,0,0,3,73000,10000,80,80,200,120,99,150,150,80,15,15,1,6,67,437,130,290,286,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Gondar

3866,Gardien de Gondar,Gardien de Gondar,Gardien de Gondar,77,24324,0,6470,3879,1,1541,2049,65,50,1,57,115,70,76,68,10,12,2,0,83,12437,400,2190,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29016,80

//Empire de Rana

3867,Trent,Trent,Trent,56,44324,0,6470,3879,1,4541,2049,40,20,120,12,120,0,43,0,10,12,2,3,62,149,170,590,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29048,10000,29016,80
3868,Souffleur Trent,Souffleur Trent,Souffleur Trent,56,34324,0,6470,3879,1,2841,2049,30,75,20,10,115,0,100,0,10,12,2,3,62,149,170,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29048,10000
3869,Sylphide,Sylphide,Sylphide,65,52300,0,6470,3879,1,3200,1800,62,20,40,75,20,56,60,0,10,12,1,3,62,149,120,590,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29047,10000
3870,Déesse de Rana,Déesse de Rana,Déesse de Rana,160,2350010,0,0,0,1,23000,15000,70,50,85,80,140,100,110,35,10,12,2,2,62,181,160,590,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29048,10000
3871,Héros Rana,Héros Rana,Héros Rana,99,1200000,0,6470,3879,1,16000,6000,45,20,140,50,60,35,120,40,10,12,1,3,62,149,120,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29016,80
3872,Assassin Rana,Assassin Rana,Assassin Rana,99,890000,0,0,0,1,1541,2049,80,99,95,90,30,50,80,20,10,12,0,2,68,181,100,290,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29048,10000
3873,Guerrier Rana,Guerrier Rana,Guerrier Rana,62,63000,0,0,0,1,8000,2000,40,30,75,50,30,10,80,20,10,12,1,3,62,149,400,450,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29048,10000
3874,Cracheur Rana,Cracheur Rana,Cracheur Rana,53,36000,0,6470,3879,8,4500,3000,35,20,20,55,45,10,95,30,10,12,1,3,62,149,120,480,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29048,10000
3875,Bombe,Bombe,Bombe,1,100,0,0,0,1,0,0,45,20,1,1,1,1,1,1,10,12,1,3,62,84,120,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//OmbreTerre

3876,Soldat Da Urdein,Soldat Da Urdein,Soldat Da Urdein,74,43000,2000,0,0,1,5000,4000,45,20,70,50,20,20,50,1,10,12,1,7,69,149,130,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,Capitaine Da Urdein,Capitaine Da Urdein,Capitaine Da Urdein,89,120000,5000,0,0,2,8500,5000,70,40,120,65,30,40,30,20,10,12,1,7,69,149,120,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,Incantateur Liche,Incantateur Liche,Incantateur Liche,150,1200000,5000,0,0,1,19000,5000,45,80,120,30,1,130,150,1,10,12,1,7,68,148,120,590,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,Koverich Orlie,Koverich Orlie,Koverich Orlie,170,4500000,6000,0,0,1,42000,20000,65,60,120,90,1,80,50,1,10,12,1,7,69,181,110,400,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,Moine Liche,Moine Liche,Moine Liche,95,72000,3000,0,0,2,12000,7000,99,20,99,150,20,30,120,10,10,12,1,7,69,149,130,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,Ladonnai,Ladonnai,Ladonnai,180,2000500,5000,0,0,2,12000,7000,20,80,1,150,1,100,120,120,10,12,1,7,61,181,110,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,Sirène,Sirène,Sirène,71,58000,3000,0,0,2,12000,7000,40,40,80,70,80,25,50,15,10,12,0,7,61,149,130,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,Grand Mushush,Grand Mushush,Grand Mushush,92,68000,3000,0,0,2,15000,7000,40,30,120,1,80,50,120,90,10,12,0,3,62,149,160,490,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29049,10000
3884,Mushush,Mushush,Mushush,35,24000,3000,0,0,2,6000,2000,40,40,120,20,80,10,20,10,10,12,1,3,62,149,110,290,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29049,10000
3885,Garde de la Sphère,Garde de la Sphère,Garde de la Sphère,78,59000,3000,0,0,2,12000,20000,60,45,120,20,90,20,70,10,10,12,1,0,67,149,100,420,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,Brigadier Da Urdein,Brigadier Da Urdein,Brigadier Da Urdein,95,350830,3000,0,0,2,26000,8000,70,50,150,60,50,30,130,10,10,12,2,7,68,149,130,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,Rupoldic'h,Rupoldic'h,Rupoldic'h,160,6500000,3000,0,0,2,32000,15000,80,60,120,60,80,160,30,10,10,12,2,7,88,181,120,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Urunesti

3888,Shogunka,Shogunka,Shogunka,160,3500000,3000,0,0,2,32000,15000,80,60,150,60,4,95,120,10,10,12,2,7,68,149,120,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,TShogunka,TShogunka,TShogunka,160,40000,3000,0,0,2,32000,15000,80,60,120,60,80,160,30,10,10,12,2,7,68,149,120,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Sidon

3890,Jelly,Jelly,Jelly,70,42000,3000,0,0,2,10000,6000,30,20,80,50,1,20,50,0,10,12,0,2,61,149,100,450,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29050,10000
3891,Fossoyeur,Fossoyeur,Fossoyeur,72,62000,3000,0,0,2,16000,8000,40,23,85,60,80,160,30,10,10,12,1,2,61,149,100,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29050,10000
3892,Festin de Pierre,Festin de Pierre,Festin de Pierre,180,4900000,3000,0,0,8,53000,18000,67,80,98,120,140,60,50,60,15,15,2,3,62,181,100,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,Gardien de Sidon,Gardien de Sidon,Gardien de Sidon,98,120000,3000,0,0,2,28000,15000,70,15,120,75,80,24,50,10,10,12,1,3,61,149,100,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29050,10000
3894,Sidonnien,Sidonnien,Sidonnien,100,160000,3000,0,0,2,32000,20000,75,55,150,60,80,10,150,10,10,12,2,5,68,149,120,350,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,Esprit Tortue,Esprit Tortue,Esprit Tortue,100,68000000,3000,0,0,2,53000,27000,20,75,200,120,1,80,190,25,10,12,0,2,62,149,120,330,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Kargah

