//Schallmar : Part.1
3951,Sergent Oswald,Sergent Oswald,Sergent Oswald,99,140000,5400,0,0,2,8000,2000,40,32,150,50,45,1,99,10,10,12,2,3,60,1205,130,690,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,Satrape Rouy,Satrape Rouy,Satrape Rouy,120,53000,5400,0,0,2,2500,1200,10,99,10,20,56,120,120,58,10,12,1,3,60,181,130,990,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,Mage Houaccan,Mage Houaccan,Mage Houaccan,75,26000,5400,0,0,2,2400,2000,50,88,65,20,99,180,180,99,10,12,2,3,60,165,120,290,2040,336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,Gardian Sade,Gardian Sade,Gardian Sade,98,500,5400,0,0,2,0,0,90,0,300,25,150,1,25,53,10,12,2,2,60,3509,120,590,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,Newt,Newt,Newt,35,2400,5400,0,0,2,800,200,23,10,42,20,65,1,20,80,10,12,2,3,60,1413,120,480,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,Black Gobeur,Black Gobeur,Black Gobeur,56,8350,5400,0,0,2,2100,800,20,15,53,25,10,14,62,56,10,12,0,5,61,3477,120,320,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,Moka Aquatic,Moka Aquatic,Moka Aquatic,1,8450,5400,0,0,2,3200,1700,20,38,40,60,1,1,50,50,10,12,1,5,62,149,120,580,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,Black Servant,Black Servant,Black Servant,78,46000,5400,0,0,2,5000,200,0,92,1,32,30,99,140,1,10,12,1,3,60,3477,150,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,Mage of Gwened,Mage of Gwened,Mage of Gwened,78,34000,5400,0,0,2,4500,2000,10,80,1,50,20,120,99,56,10,12,2,3,60,3221,120,590,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,Icarian Majere,Icarian Majere,Icarian Majere,120,250000,5400,0,0,2,8400,3200,20,80,140,95,20,80,99,60,10,12,2,7,63,2453,120,410,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,Caporale Pietitchev,Caporale Pietitchev,Caporale Pietitchev,1,500,5400,0,0,2,0,0,70,70,1,1,1,1,1,1,10,12,2,7,60,3509,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,Mage Grey,Mage Grey,Mage Grey,55,28000,5400,0,0,2,4000,1500,20,65,10,50,5,90,90,35,10,12,1,3,60,1429,150,690,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,Monkey Fight,Monkey Fight,Monkey Fight,36,3100,5400,0,0,2,800,50,99,20,56,99,12,1,20,6,10,12,0,3,60,389,100,310,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,Enraged worker,Enraged worker,Enraged worker,53,6500,5400,0,0,2,3200,1200,50,12,80,45,20,1,30,1,10,12,1,3,60,389,130,430,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,Khargax the Young,Khargax the Young,Khargax the Young,140,240000,5400,0,0,2,8000,5000,20,70,200,80,120,45,20,30,10,12,2,3,60,1461,150,450,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,Pirate of Fortress,Pirate of Fortress,Pirate of Fortress,1,500,5400,0,0,2,0,0,70,70,1,1,1,1,1,1,10,12,2,7,60,3205,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,Lighthouse,Lighthouse,Lighthouse,1,500,5400,0,0,2,0,0,70,70,1,1,1,1,1,1,10,12,2,7,65,64,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,Nicola Sacco,Nicola Sacco,Nicola Sacco,150,350000,5400,0,0,2,12000,8000,60,20,160,80,110,60,70,10,10,12,1,3,60,1461,120,410,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,Bartolomeo Vanzetti,Bartolomeo Vanzetti,Bartolomeo Vanzetti,125,98000,5400,0,0,2,2000,100,70,99,10,98,20,160,160,99,10,12,1,3,60,3493,90,520,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,Manganite,Manganite,Manganite,35,1800,5400,0,0,2,500,200,20,20,50,40,50,1,20,90,10,12,2,7,65,405,90,820,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


//Schallmar : Part.2
3971,Head Guard,Head Guard,Head Guard,86,38200,1200,0,0,2,1500,600,56,20,75,50,10,1,32,1,10,12,1,7,40,0xB85,110,560,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,Officer,Officer,Officer,65,28000,5400,0,0,2,2300,1200,50,20,60,30,35,1,30,10,10,12,1,7,40,0xB85,120,480,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,Soldat,Soldat,Soldat,36,2600,1200,0,0,2,650,250,35,0,45,10,50,1,30,50,10,12,1,7,60,0xB85,150,680,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,Conjured,Conjured,Conjured,78,16000,5400,0,0,2,2500,1700,5,60,75,99,20,60,40,10,10,12,1,7,40,0xB85,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,Senator Ataxer,Senator Ataxer,Senator Ataxer,99,260000,5400,0,0,2,5200,1900,70,70,120,54,20,1,60,10,10,12,1,7,60,0xB85,100,520,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,Minor Demon,Minor Demon,Minor Demon,70,95000,5400,0,0,2,9500,1200,20,80,50,99,35,1,50,1,10,12,2,6,27,0xB85,120,580,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,Archimage Genka,Archimage Genka,Archimage Genka,120,600000,5400,0,0,2,9500,3500,20,75,30,100,50,150,100,30,12,12,1,6,47,0xB85,120,520,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,Mage of Mishna,Mage of Mishna,Mage of Mishna,65,46000,5400,0,0,2,6000,2500,0,70,10,90,0,25,80,20,10,12,2,7,44,0xB85,120,710,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,Guardian Asmodée,Guardian Asmodée,Guardian Asmodée,78,240000,5400,0,0,2,7200,1500,20,40,150,20,1,1,35,1,10,12,2,6,47,0xB85,120,520,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,Red Walker,Red Walker,Red Walker,86,110500,600,0,0,2,8200,2000,50,10,53,20,15,60,90,1,10,12,2,2,40,0xB85,120,520,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,Tripod,Tripod,Tripod,86,260000,6500,0,0,2,8050,3500,65,0,80,35,99,20,45,20,10,12,2,7,20,0xB85,120,600,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,Minion,Minion,Minion,86,6000,50,0,0,2,4800,120,5,30,50,45,1,1,60,20,10,12,1,6,47,0xB85,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,Superior Demon,Superior Demon,Superior Demon,62,47500,50,0,0,2,5000,1000,10,65,120,70,99,1,60,1,10,12,1,6,27,0xB85,120,430,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,Lord of the Abyss,Lord of the Abyss,Lord of the Abyss,150,820000,18000,0,0,2,17000,3500,70,70,140,50,30,20,99,10,10,12,2,6,47,0xB85,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,Rev'Kapajo,Rev'Kapajo,Rev'Kapajo,35,3500,50,0,0,2,1200,800,70,70,35,20,8,20,15,20,10,12,2,7,20,0xB85,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,Romuald Koric,Romuald Koric,Romuald Koric,56,8050,400,0,0,2,3200,1600,20,30,60,55,20,34,68,20,10,12,1,7,40,0xB85,120,370,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,Anrilu,Anrilu,Anrilu,98,28000,50,0,0,2,5000,300,70,70,98,65,50,35,80,20,10,12,2,7,40,0xB85,120,300,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,Inti,Inti,Inti,99,65000,50,0,0,2,7500,5000,70,20,120,80,20,30,50,10,10,12,1,7,40,0xB85,120,280,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,Carivano,Carivano,Carivano,99,95000,2100,0,0,2,12000,5000,80,20,120,1,12,80,120,30,10,12,2,7,40,0xB85,120,300,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,Gropius,Gropius,Gropius,99,140000,2000,0,0,2,9500,4200,35,40,85,120,15,20,99,35,10,12,1,1,46,0xB85,100,320,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,Kandizky,Kandizky,Kandizky,120,196000,50,0,0,2,7000,1200,70,70,20,60,40,20,60,55,10,12,0,2,60,0xB85,150,150,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,Ittel,Ittel,Ittel,140,248000,50,0,0,2,15000,8000,80,20,99,99,30,50,120,20,10,12,1,5,60,0xB85,90,220,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,Nomura,Nomura,Nomura,99,240000,2200,0,0,2,9500,1200,65,20,200,60,60,20,150,20,10,12,2,3,60,0xB85,140,520,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,Hito,Hito,Hito,120,820000,6000,0,0,2,5000,2500,90,0,56,74,21,20,140,20,10,12,0,2,22,0xB85,130,420,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,Rannie,Rannie,Rannie,155,210000,50,0,0,2,50000,20000,80,80,200,50,99,10,50,10,10,12,1,2,81,0xB85,180,600,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,Garilla,Garilla,Garilla,140,800000,50,0,0,2,1000,500,5,5,1,90,1,50,40,99,10,12,1,4,46,0xB85,180,420,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,Rondache,Rondache,Rondache,200,2300,50,0,0,2,5200,3000,99,5,50,25,20,20,20,99,10,12,2,2,40,0xB85,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,Zoroastre,Zoroastre,Zoroastre,170,160000,50,0,0,2,7000,5000,80,99,120,100,50,40,120,40,10,12,1,7,40,0xB85,100,200,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,Arius,Arius,Arius,150,700000,4000,0,0,2,6050,2000,0,0,150,10,150,10,150,10,10,12,1,2,20,0xB85,120,560,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,Mani,Mani,Mani,180,1000000,5000,0,0,2,16000,5000,90,90,150,150,150,150,150,150,10,12,2,6,48,0xB85,180,220,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,Wolf Demon,Wolf Demon,Wolf Demon,80,95000,50,0,0,2,5200,2000,15,20,80,53,20,55,65,20,10,12,2,2,47,0xB85,90,280,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,Mercenary Merchant,Mercenary Merchant,Mercenary Merchant,35,5200,50,0,0,2,1800,600,40,12,60,30,20,10,50,90,10,12,1,7,40,0xB85,120,570,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,Master Mercenary,Master Mercenary,Master Mercenary,70,16020,50,0,0,2,4200,1200,30,40,99,20,20,15,16,1,10,12,1,7,40,0xB85,120,480,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,Monmouth,Monmouth,Monmouth,102,920000,5000,0,0,2,22000,7000,80,25,200,20,99,10,75,10,10,12,1,9,42,0xB85,120,720,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,Member of the Family,Member of the Family,Member of the Family,35,4800,250,0,0,2,1200,200,30,20,65,30,20,12,56,80,10,12,1,7,20,0xB85,120,560,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,Franky,Franky,Franky,80,130520,500,0,0,2,13000,5000,80,20,75,35,20,50,99,120,10,12,1,7,40,0xB85,120,480,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,Franky's Brother,Franky's Brother,Franky's Brother,90,80000,400,0,0,2,6200,1000,50,20,80,50,50,10,80,120,10,12,1,7,40,0xB85,150,570,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,Franky's Mother,Franky's Mother,Franky's Mother,98,120000,400,0,0,2,7500,3200,20,35,85,20,20,20,53,99,10,12,1,7,40,0xB85,120,620,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,Franky's Cousin,Franky's Cousin,Franky's Cousin,99,75000,3000,0,0,2,5600,2300,80,0,75,30,50,50,20,10,10,12,1,7,40,0xB85,120,460,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,Franky's Uncle,Franky's Uncle,Franky's Uncle,90,130000,50,0,0,2,8000,5000,30,45,99,50,99,55,30,20,10,12,1,7,60,0xB85,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
